code,title,credits
POLS 5337,THE POLITICAL SYSTEM OF THE RUSSIAN FEDERATION,3
MUSI 5398,THESIS,3
SOCW 2302,LIFE SPAN DEVELOPMENT AND HUMAN BEHAVIOR,3
AAST 3321,THE LATINA EXPERIENCE,3
GREK 4391,CONFERENCE COURSE,3
ACCT 5345,STATE AND LOCAL TAXATION,3
EDAD 5376,EDUCATIONAL GOVERNANCE,3
EE 5343,SILICON INTEGRATED CIRCUIT FABRICATION TECHNOLOGY,3
MUSI 5223,PRIVATE LESSONS IN HARPSICHORD,2
SOCI 4191,CONFERENCE COURSE,1
AE 5365,INTRODUCTION TO HELICOPTER AND TILTROTOR SIMULATION,3
SCIE 3200,MEDICAL LABORATORY SCIENCE FIELD EXPERIENCE,2
GEOL 4420,HYDROGEOLOGY,4
ARCH 5672,INTEGRATIVE DESIGN STUDIO II,6
PAPP 6311,ADVANCED PUBLIC POLICY FORMATION AND ANALYSIS,3
HONR-SC 1444,HONORS GENERAL TECHNICAL PHYSICS II,4
EE 5375,POWER SYSTEM DISTRIBUTION,3
PAPP 5308,URBAN HISTORY,3
EDAD 4390,SELECTED TOPICS IN LEADERSHIP,3
EVSE 5100,SELECTED TOPICS IN ENVIRONMENTAL SCIENCE AND ENGINEERING,1
AREN 3213,BUILDING SCIENCE I,2
SOCW 6373,THEORY AND MODELING BUILDING IN SOCIAL WORK RESEARCH,3
IE 6306,ENGINEERING MANAGEMENT II,3
SOCI 3373,SOCIAL THEORY THROUGH POPULAR CULTURE,3
EE 5307,LINEAR SYSTEMS ENGINEERING,3
EE 5339,TOPICS IN ELECTROMAGNETICS,3
MUSI 0123,VOCAL JAZZ,1
POLS 5381,TOPICS IN COMPARATIVE POLITICS,3
ACCT 5327,CONTEMPORARY ISSUES IN ACCOUNTING THEORY,3
MANA 5341,STAFFING AND PERFORMANCE MANAGEMENT,3
MSE 6397,ADVANCED STUDIES IN MATERIALS SCIENCE AND ENGINEERING,3
MUSI 4493,COMPOSITION IV,4
NURSG 5325,PSYCHIATRIC MENTAL HEALTH CLINICAL PRACTICE II,3
EXSA 0108,BASKETBALL,1
BEEP 4311,MATH IN DUAL LANGUAGE SETTINGS,3
MSE 5321,PHASE TRANSFORMATIONS OF MATERIALS,3
ECON 5333,ECONOMICS OF HEALTH,3
NURS 4199,ROLE DEVELOPMENT IN PROFESSIONAL NURSING SEMINAR,1
ANTH 5191,CONFERENCE COURSE,1
FINA 6192,RESEARCH IN FINANCE,1
SOCI 5698,THESIS,6
LING 4391,CONFERENCE COURSE IN LINGUISTICS,3
LATN 5391,CONFERENCE COURSE IN LATIN,3
EXCH 1291,EXCHANGE COURSE,2
HONR-AR 4604,HONOR INDEPENDENT STUDY,6
ARCH 2300,MASTERWORKS OF WESTERN ARCHITECTURE,3
MUSI 5114,SAX CHOIR,1
POLS 4375,SCIENCE FICTION AND INTERNATIONAL RELATIONS,3
MUSI 2143,PRIVATE LESSONS IN PIANO,1
EXSA 0169,ADVANCED PILATES,1
PHIL 4292,CONFERENCE COURSE IN BIOETHICS,2
ENVR 4303,TOPICS IN SUSTAINABILITY,3
CHEM 5168,QUANTUM CHEMISTRY LABORATORY,1
ME 5291,PROJECT STUDIES IN MECHANICAL ENGINEERING,2
GEOG 3334,HISTORICAL GEOGRAPHY OF NORTH AMERICA,3
PSYC 5309,HEALTH PSYCHOLOGY,3
LARC 5325,URBAN SKETCHING,3
RUSS 3310,LOCALIZATION AND TRANSLATION I,3
EDAD 5399,CAPSTONE PRACTICUM IN EDUCATIONAL LEADERSHIP AND POLICY STUDIES,3
BSAD 6399,DISSERTATION,3
MODL 5304,CURRENTS IN EUROPEAN AND LATIN AMERICAN LITERATURES AND THOUGHT,3
HCAD 5398,RESEARCH IN HEALTH CARE ADMINISTRATION,3
LIST 5381,NATIONAL WRITING PROJECT PART I,3
KINE 6320,ADVANCED PHYSIOLOGY OF EXERCISE,3
MSCI 6999,DISSERTATION,9
THEA 4340,PHYSICAL THEATRE,3
ENGL 4346,TOPICS IN THEORIES OF LANGUAGE AND DISCOURSE,3
AREN 3110,ARCHITECTURAL ENGINEERING COMMUNICATIONS,1
THEA 2306,COSTUME TECHNOLOGY,3
HIST 4328,NATIVE AMERICANS IN POPULAR CULTURE,3
PHYS 5319,MATHEMATICAL METHODS IN PHYSICS III,3
POLS 4333,PRESIDENTIAL LEADERSHIP IN DOMESTIC POLICY MAKING,3
AS 2121,TEAM AND LEADERSHIP FUNDAMENTALS,1
KINE 3415,PHYSIOLOGY OF EXERCISE,4
MUSI 3245,PRIVATE LESSONS IN STRINGS,2
ENGL 3333,DYNAMIC TRADITIONS IN LITERATURE,3
LAPS 5378,MULTIDIMENSIONAL SCALING AND CLUSTERING,3
PAPP 5311,PUBLIC POLICY FORMATION AND ANALYSIS,3
NURSG 5308,NURSING INFORMATICS,3
CRCJ 4344,CRIME ACROSS THE LIFE COURSE,3
PAPP 5352,CONFLICT RESOLUTION IN THE PUBLIC AND NONPROFIT MANAGEMENT,3
PLAN 6361,TEACHING INTERNSHIP,3
MAE 4322,ROCKET PROPULSION,3
HIST 6364,SEMINAR IN TRANSNATIONAL HISTORY,3
KINE 5305,APPLIED STATISTICAL PRINCIPLES IN KINESIOLOGY,3
BIOL 4441,ADVANCED MICROBIOLOGY LAB,4
SOCW 6349,MIXED METHODS RESEARCH,3
MAE 1312,ENGINEERING STATICS,3
ARCH 5329,TOPICS IN COMPUTERS AND DESIGN,3
NURSC 5388,STATISTICS FOR HEALTH CARE,3
MATH 5371,APPLIED NUMERICAL LINEAR ALGEBRA,3
CSE 1105,INTRODUCTION TO COMPUTER SCIENCE AND ENGINEERING,1
BIOL 5302,MICROBIAL GENETICS,3
GEOL 3388,FIELD GEOLOGY II,3
DS 3331,RESEARCH IN DISABILITY STUDIES,3
PLAN 5344,HUMAN SERVICES PLANNING,3
CSE 6364,MACHINE LEARNING,3
BE 5391,DIRECTED RESEARCH IN BIOENGINEERING,3
SPED 4301,STRATEGIES FOR TEACHING INDIVIDUALS WITH HIGH INCIDENCE DISABILITIES: READING AND WRITING,3
EXSS 1120,TRACK & FIELD,1
MUSI 1107,WOODWIND CLASS II,1
CE 5364,FOUNDATION ANALYSIS AND DESIGN,3
INTD 4344,DESIGN COMMUNICATION IV,3
PLAN 6324,COMMUNITY DEVELOPMENT,3
EE 5378,POWER QUALITY,3
ANTH 4391,CONFERENCE COURSE,3
LING 5307,PEDAGOGICAL PHONOLOGY OF ENGLISH,3
ANTH 5342,ADVANCED ETHNOLOGY,3
SPAN 5313,TOPICS IN HISPANIC LITERATURE AND CULTURE,3
LARC 5660,ENRICHMENT DESIGN STUDIO,6
NURSC 5311,NURSING MANAGEMENT IN THE HEALTH CARE ENVIRONMENT,3
MARK 5337,MARKETING ANALYTICS AND INFORMATION MANAGEMENT,3
ART 3399,DISABILITY AND ART,3
SOCI 5321,ENVIRONMENTAL SOCIOLOGY,3
EE 3314,FUNDAMENTALS OF EMBEDDED CONTROL SYSTEMS,3
CSE 5347,FUNDAMENTALS OF BLOCKCHAIN & CRYPTOCURRENCY TECHNOLOGIES,3
ELED 4311,TEACHING MATHEMATICS IN EARLY AND ELEMENTARY EDUCATION,3
ARAB 4393,ARABIC INTERNSHIP,3
IE 5378,INTRODUCTION TO UNMANNED VEHICLE SYSTEMS,3
EE 5359,TOPICS IN SIGNAL PROCESSING,3
MUSI 2237,PRIVATE LESSONS IN JAZZ GUITAR,2
PLAN 5380,RESEARCH QUESTIONS IN PLANNING,3
ART 3314,MODERN ART,3
RUSS 3314,POLITICAL SYSTEMS OF EASTERN AND CENTRAL EUROPE,3
KINE 4296,SPECIAL TOPICS IN EXERCISE AND SPORT,2
BE 4373,FORMULATION AND CHARACTERIZATION OF DRUG DELIVERY SYSTEMS,3
NURSC 5220,ADVANCED HEALTH ASSESSMENT AND DIAGNOSTIC REASONING,2
THEA 4315,SPECIAL EFFECTS MAKEUP DESIGN,3
HONR-LA 4303,ADVANCED SPECIAL TOPICS,3
EVSE 5313,ENVIRONMENTAL REGULATION OF CHEMICAL HAZARDS,3
PAPP 5394,SPECIAL TOPICS IN URBAN RESEARCH,3
POLS 3312,INTRODUCTION TO PUBLIC POLICY ANALYSIS,3
NURS 5465,PRIMARY PEDIATRIC CARE,4
JOUR 2340,PHOTOJOURNALISM I,3
HONR-LA 3300,LIBERAL ARTS HONORS SEMINAR,3
PAPP 5349,RESEARCH DESIGN IN PUBLIC POLICY,3
CHEM 5491,READINGS IN CHEMISTRY,4
MSE 4354,ELECTRONIC MATERIALS AND DEVICES,3
LATN 2313,LATIN LEVEL III,3
MUSI 5171,ELECTIVE PERFORMANCE,1
MUSI 4253,PRIVATE LESSONS IN JAZZ BASS,2
ARCH 2551,BASIC DESIGN AND DRAWING I,5
PLAN 6346,ADVANCED DATA ANALYSIS IN URBAN AND PUBLIC AFFAIRS,3
BIOL 4312,INTRODUCTION TO VIROLOGY,3
KORE 2313,INTERMEDIATE KOREAN I,3
BIOL 3327,MICROBIAL DIVERSITY,3
PHIL 2315,TOPICS IN PHILOSOPHY,3
EMBA 5202,PRICING STRATEGIES AND TACTICS,2
PHYS 5330,PHYSICS OF SEMICONDUCTOR PROCESSING AND CHARACTERIZATION,3
ACCT 5339,TAX PLANNING AND RESEARCH,3
SOCI 3341,SOCIOLOGY OF SPORT,3
MUSI 4456,PRIVATE LESSONS IN WOODWINDS,4
MUSI 4240,PRIVATE LESSONS IN VOICE,2
EVSE 6697,RESEARCH IN ENVIRONMENTAL & EARTH SCIENCE,6
FINA 4319,FINANCIAL DERIVATIVES,3
EDUC 4333,MULTIPLE TEACHING PRACTICES IN MATH AND SCIENCE,3
THEA 2302,VOCAL PRODUCTION,3
ART 3307,THE EARLY RENAISSANCE,3
BCMN 3319,BROADCAST MANAGEMENT,3
FREN 4334,GLOBAL FRENCH CULTURES TODAY,3
EE 5332,ANTENNA SYSTEM ANALYSIS,3
ENGL 4388,MAJOR AUTHORS,3
CE 4306,INFRASTRUCTURE ASSET MANAGEMENT,3
CE 4351,PHYSICAL UNIT PROCESSES,3
CSE 4373,GENERAL PURPOSE GPU PROGRAMMING,3
NURS 3661,NURSING OF ADULTS,6
OPMA 4302,SUPPLY CHAIN LOGISTICS,3
INSY 5375,MANAGEMENT OF INFORMATION TECHNOLOGIES,3
ENVR 1330,GLOBAL WARMING,3
CHEM 4314,ENZYMOLOGY,3
BE 6195,DOCTORAL COMPREHENSIVE EXAMINATION,1
ENGL 3381,RHETORICAL MAKING,3
BE 6399,DISSERTATION,3
CSE 5373,GENERAL PURPOSE GPU PROGRAMMING,3
ENGL 6699,DISSERTATION,6
CE 4311,URBAN TRANSPORTATION INFRASTRUCTURE PLANNING,3
IE 2308,ECONOMICS FOR ENGINEERS,3
SOCW 5314,INTIMATE PARTNER VIOLENCE,3
LISTIR 5391,INDEPENDENT RESEARCH IN READING,3
PSYC 5389,CONTEMPORARY PROBLEMS IN PSYCHOLOGY,3
CHEM 1342,GENERAL CHEMISTRY II,3
LING 5325,SLA AND CLASSROOM PRACTICE,3
EE 3301,COMPUTER SOLUTIONS AND CODING FOR ELECTRICAL ENGINEERING,3
ACCT 3312,FINANCIAL ACCOUNTING II,3
MATH 6357,NONPARAMETRIC STATISTICS,3
SPAN 5310,TOPICS IN PENINSULAR SPANISH LITERATURE AND CULTURE TO THE EIGHTEENTH CENTURY,3
ASA 1391,AFFILIATED STUDIES ABROAD,3
EXSS 4310,DANCE PRODUCTN,3
COMS 4302,MODERN PUBLIC ADDRESS,3
MATH 4191,SPECIAL TOPICS IN MATHEMATICS,1
FINA 4291,STUDIES IN FINANCE,2
MUSI 3243,PRIVATE LESSONS IN PIANO,2
EDAD 5350,AMERICAN COLLEGE STUDENT,3
KINE 5694,RESEARCH IN KINESIOLOGY,6
PAPP 6326,PUBLIC BUDGETING & FINANCE,3
PAPP 5326,PUBLIC BUDGETING,3
NURS 5447,NEONATAL NURSING III,4
OPMA 5199,GRADUATE OPERATIONS MANAGEMENT INTERNSHIP,1
ENGL 2303,TOPICS IN LITERATURE,3
FINA 6390,SEMINAR IN SPECIAL TOPICS IN FINANCE,3
PLAN 4357,INTERMEDIATE GEOGRAPHIC INFORMATION SYSTEMS,3
SOCI 5301,SOCIOLOGICAL THEORY,3
MUSI 3200,MARCHING BAND TECHNIQUES,2
EE 2403,ELECTRONICS I,4
BE 6395,INTERNSHIP IN BIOENGINEERING,3
NURS-HI 3359,INTRODUCTION TO HEALTH INFORMATICS,3
ANTH 4698,SUMMER FIELD SCHOOL IN ANTHROPOLOGY,6
MSE 4334,OPTICAL PROCESSES IN SOLID MATERIALS,3
CRCJ 5380,CRIMINAL JUSTICE SEMINAR,3
IE 4340,ENGINEERING PROJECT MANAGEMENT,3
HCAD 5192,SPECIAL TOPICS IN HEALTH CARE ADMINISTRATION,1
AAST 3314,CIVIL WAR AND RECONSTRUCTION,3
CSE 6353,COMPUTER ENGINEERING SYSTEM DESIGN,3
LING 6399,DISSERTATION,3
CSE 5362,SOCIAL NETWORKS AND SEARCH ENGINES,3
HONR-SW 2303,HONORS SPECIAL TOPICS,3
ART 3356,INTERACTIVE DESIGN CONCEPTS,3
SOCI 4396,INTERNSHIP IN POPULAR CULTURE,3
INSY 5376,BIG DATA ANALYTICS,3
SPEC 3301,TOPICS COURSE,3
SOCW 4551,SOCIAL WORK FIELD INSTRUCTION I,5
PORT 2314,INTERMEDIATE PORTUGUESE II,3
ANTH 1310,GREAT DISCOVERIES IN ARCHAEOLOGY,3
ASDS 5302,PRINCIPLE OF DATA SCIENCE,3
MAE 3324,STRUCTURE & MECHANICAL BEHAVIOR OF MATERIALS,3
INSY 5355,MANAGING RISK IN INFORMATION SYSTEMS,3
CHEM 4313,METABOLISM AND REGULATION,3
GEOG 4341,IMAGES OF THE SOUTHWEST BORDERLANDS,3
BEEP 4312,SCIENCE AND HEALTH EDUCATION IN DUAL LANGUAGE SETTINGS,3
EE 5386,INTEGRATED OPTICS,3
ART 3364,INTERACTIVE STORYTELLING,3
IE 5342,METRICS AND MEASUREMENT,3
ACCT 5312,FINANCIAL ACCOUNTING II,3
CSE 5376,DIGITAL COMMUNICATION SYSTEMS,3
ECON 5310,MICROECONOMIC THEORY,3
EE 4364,INFORMATION THEORY FOR DATA SCIENCE,3
MUSI 5348,PRIVATE LESSONS IN JAZZ COMPOSITION,3
ECON 4319,ECONOMIC GROWTH AND DEVELOPMENT,3
MATH 5317,REAL ANALYSIS,3
EDTC 5340,MULTIMEDIA,3
HONR-VP 4303,ADVANCED SPECIAL TOPICS,3
ELED 4314,TEACHING SOCIAL STUDIES AND FINE ARTS IN EARLY AND ELEMENTARY EDUCATION,3
GEOL 4352,ANALYTICAL METHODS IN GEOCHEMISTRY,3
ME 5379,UNMANNED VEHICLE SYSTEM DEVELOPMENT,3
MUSI 5136,PRIVATE LESSONS IN TRUMPET,1
LING 4345,FORMAL SEMANTICS,3
MARK 4310,DIGITAL MARKETING,3
EDAD 6373,THE SUPERINTENDENCY,3
EE 3000,JUNIOR UNDERGRADUATE RESEARCH,0
AREN 4394,RESEARCH INTERNSHIP,3
KINE 4188,CLINICAL HEALTH PROFESSIONS INTERNSHIP,1
PAPP 5342,INTERMEDIATE DATA ANALYSIS,3
AAST 3347,TOPICS IN MULTICULTURAL AMERICAN LITERATURES,3
PHYS 2315,INTRODUCTORY ASTROPHYSICS,3
EDML 4372,MATHEMATICS IN THE MIDDLE LEVEL GRADES,3
RUSS 4335,BUSINESS RUSSIAN,3
SOCW 5326,GRANT PROPOSAL DEVELOPMENT SEMINAR,3
DASC 5191,ADVANCED STUDY IN DATA SCIENCE,1
MSE 5316,TRIBOLOGY AND LUBRICATION,3
SPAN 3341,COMMUNITY INTERPRETING,3
HONR 3403,HONORS INDEPENDENT STUDY,4
PSYC 5698,THESIS,6
CHEM 5355,ADVANCED ORGANIC SYNTHESIS,3
NURS-UL 3352,THE LEGACY OF THE FAMILY,3
MSE 6998,RESEARCH IN MATERIALS SCIENCE AND ENGINEERING,9
SOCW 3315,INTRODUCTION TO SUBSTANCE USE DISORDERS,3
NURS 4331,NURSING OF CHILDREN AND ADOLESCENTS,3
SCIE 5303,TEACHING AND LEARNING: SCIENTIFIC INQUIRY,3
LING 5318,APPLIED PSYCHOLINGUISTICS,3
POLS 5344,PUBLIC PERCEPTIONS OF LAW AND COURTS,3
KINE 3354,EMERGENCY PREPAREDNESS & MANAGEMENT,3
PLAN 6305,SEMINAR IN URBAN PLANNING PROCESSES,3
SPED 4307,SPECIAL EDUCATION LEGAL AND POLICY ISSUES,3
EXSA 0159,EXERCISE AND SPORT FOR THE HANDICAPPED,1
FS-THEA 1300,FIRST YEAR SEMINAR IN THEATRE ARTS,3
HONR 2300,SEMINAR,3
ARCH 5345,DIGITAL CONSTRUCTION,3
DASC 5302,INTRODUCTION TO PROBABILITY AND STATISTICS,3
PLAN 6350,ENVIRONMENTAL PLANNING,3
GEOL 4443,SEDIMENTARY SYSTEMS,4
LARC 5191,CONFERENCE COURSE IN LANDSCAPE ARCHITECTURE,1
SPAN 5332,ADVANCED STUDIES IN SPANISH LINGUISTICS II,3
POLS 5302,BUREAUCRATIC LEADERSHIP,3
MUSI 3244,PRIVATE LESSONS IN STRINGS,2
KINE 5373,INTRODUCTION TO ENVIRONMENTAL AND OCCUPATIONAL HEALTH,3
KINE 5430,ORTHOPEDIC ASSESSMENT I,4
MUSI 2112,INTRODUCTION TO MUSIC EDUCATION,1
PSYC 6101,GRADUATE STUDENT SEMINAR,1
EE 4331,DATA COMMUNICATIONS ENGINEERING,3
ART 4313,COLLECTIONS MANAGEMENT,3
THEA 4301,ADVANCED ACTING: ENSEMBLE,3
STATS 5356,APPLIED MULTIVARIATE STATISTICAL ANALYSIS,3
HIST 4372,SOVIET UNION IN GLOBAL COLD WAR,3
THEA 4303,CLASSICAL THEATRE HISTORY,3
MUSI 4247,PRIVATE LESSONS IN WOODWINDS,2
ACCT 5324,FINANCIAL STATEMENT ANALYTICS AND BUSINESS VALUATION,3
CSE 5307,PROGRAMMING LANGUAGE CONCEPTS,3
ENGL 5330,TOPICS IN CRITICISM,3
LATN 4301,INTENSIVE LATIN FOR READING I,3
LING 5312,LANGUAGE AND GENDER,3
MUSI 1146,PRIVATE LESSONS IN JAZZ BASS,1
EDTC 4201,TECHNOLOGY APPLICATIONS,2
GERM 1441,BEGINNING GERMAN I,4
GWSS 4318,LANGUAGE AND GENDER,3
COMS 2302,PROFESSIONAL AND TECHNICAL COMMUNICATION FOR SCIENCE AND ENGINEERING,3
EXSA 1259,ADVANCED SCUBA,2
RUSS 3301,TOPICS IN RUSSIAN LITERATURE IN TRANSLATION,3
ENGL 4385,MODERNISM,3
KINE 4201,ADVANCED TECHNIQUES AND TACTICS OF BASEBALL,2
MANA 5326,ORGANIZATION DEVELOPMENT AND CHANGE,3
BE 6699,DISSERTATION,6
EXSA 0164,CARDIO KICKBOXING,1
AE 5383,HYPERSONIC FLOW,3
ARAB 2314,INTERMEDIATE ARABIC II,3
SOCW 5303,FOUNDATIONS OF SOCIAL POLICY AND SERVICES,3
LING 5350,TEXT ANALYSIS,3
POLS 3390,HONORS COLLOQUIUM,3
GEOL 5345,PETROLEUM GEOLOGY,3
BIOL 5309,IMMUNOLOGY,3
MUSI 2222,DEVELOPMENTAL PRIVATE LESSONS,2
ARCH 1191,CONFERENCE COURSE,1
CHIN 2313,INTERMEDIATE CHINESE I,3
SPAN 2300,SPANISH IN THE UNITED STATES,3
KINE 5123,PHARMACOLOGY IN ATHLETIC TRAINING,1
EXSA 1220,LIFEGUARD TRAINING,2
ME 5326,MANUFACTURING PROCESSES AND SYSTEMS,3
KORE 3311,KOREAN LOCALIZATION AND TRANSLATION II,3
HONR 4144,HONORS SERVICE LEARNING OPPORTUNITIES,1
NURS-HI 5383,PRINCIPLES OF HEALTHCARE INFORMATICS,3
ART 3347,ADVANCED DRAWING,3
COMM 4393,COMMUNICATION TOPICS,3
AREN 4314,BUILDING SCIENCE II,3
SOCW 5352,DIRECT PRACTICE IN MENTAL HEALTH,3
SOAR 0010,RDG SKILLS REVW,0
MSE 5190,SPECIAL TOPICS IN MATERIALS SCIENCE AND ENGINEERING,1
MATH 3330,INTRODUCTION TO LINEAR ALGEBRA AND VECTOR SPACES,3
FS-MANA 1300,FIRST YEAR SEMINAR IN MANAGEMENT,3
HIST 4395,HISTORY SEMINAR,3
ENVR 2318,CLIMATE CHANGE RISK AND RESILIENCE,3
EVSE 7399,DOCTORAL DEGREE COMPLETION,3
KINE 5125,IMMUNOLOGY,1
ADVT 3308,DIGITAL ADVERTISING DESIGN,3
LARC 4350,LANDSCAPE ARCHITECTURE COMPUTER APPLICATIONS,3
UNIV-LA 1131,STUDENT SUCCESS,1
UNIV 3335,PEER ACADEMIC LEADER TRAINING,3
MUSI 5191,CONFERENCE COURSE IN MUSIC,1
SPED 4303,ADVANCED CONTENT AREA STRATEGIES FOR TEACHING INDIVIDUALS WITH DISABILITIES,3
ELED 5390,SELECTED TOPICS IN ELEMENTARY EDUCATION,3
GEOL 2445,MINERALOGY,4
PHIL 3322,DISABILITY ETHICS,3
MATH 5354,CATEGORICAL DATA ANALYSIS,3
BSTAT 5301,FOUNDATIONS OF ANALYTICS,3
KINE 3307,SPORT AND SOCIETY: ISSUES AND DEBATES,3
CHEM 4318,INORGANIC CHEMISTRY,3
ECON 4291,STUDIES IN ECONOMICS,2
ENGL 3375,CREATIVE WRITING,3
CRCJ 4341,FORENSIC EXAMINATION OF IMPRESSION EVIDENCE,3
PSYC 4315,HORMONES AND BEHAVIOR,3
BIOL 5372,THESIS RESEARCH IN BIOINFORMATICS,3
MUSI 1143,PRIVATE LESSONS IN PIANO,1
EE 5383,SOLAR ELECTRICITY & PHOTOVOLTAICS,3
KINE 3324,UPPER EXTREMITY EVALUATION,3
POLS 5328,PUBLIC POLICY AND MEXICAN AMERICAN COMMUNITIES,3
PSYC 4410,ADVANCED TOPICS IN DEVELOPMENTAL PSYCHOLOGY,4
CTEC 4321,DIGITAL COMMUNICATION MANAGEMENT,3
ME 5333,THERMAL PHENOMENA IN MICROSYSTEMS,3
CM 5301,TOPICS IN CONSTRUCTION MANAGEMENT WITH LAB,3
BE 5372,DRUG DELIVERY,3
GEOG 3305,MAPS AND MAPMAKERS,3
MUSI 3247,PRIVATE LESSONS IN WOODWINDS,2
BE 3325,FLUORESCENCE MICROSCOPY,3
CSE 5393,DIRECTED STUDY IN COMPUTER SCIENCE,3
MUSI 0101,MARCHING BAND,1
ME 6314,FRACTURE MECHANICS,3
HONR 3204,SPECIAL TOPICS,2
FINA 5323,INVESTMENTS,3
PAPP 7399,DOCTORAL DEGREE COMPLETION,3
PLAN 6999,DISSERTATION,9
MANA 4331,SEMINAR IN MANAGEMENT,3
SCIE 5380,MENTORED RESEARCH,3
HCAD 5302,HEALTH CARE ADMINISTRATION II,3
MUSI 0127,TUBA ENSEMBLE,1
HONR-LA 2303,HONORS SPECIAL TOPICS,3
CSE 2440,CIRCUIT ANALYSIS,4
RUSS 2391,CONFERENCE COURSE,3
PSYC 3359,POLITICAL PSYCHOLOGY FOR THE INTERNET,3
PHYS 5310,STATISTICAL MECHANICS,3
CE 7399,DOCTORAL DEGREE COMPLETION,3
LIST 5325,UNDERSTANDING LITERACY RESEARCH,3
ENGL 3300,TOPICS IN LITERATURE,3
BE 4372,DRUG DELIVERY SYSTEMS,3
ME 5312,CONTINUUM MECHANICS,3
MATH 5395,SPECIAL PROJECT,3
SOCI 3321,SOCIALIZATION AND SOCIAL CONTROL,3
SPAN 3393,SPANISH INTERNSHIP,3
EMBA 5399,SPECIAL TOPICS IN EXECUTIVE BUSINESS EDUCATION,3
PHYS 5307,QUANTUM MECHANICS I,3
PLAN 6399,DISSERTATION,3
LING 5335,LANGUAGE UNIVERSALS AND LINGUISTIC TYPOLOGY,3
KINE 5343,LITERATURE AND RESEARCH FOR THE ATHLETIC TRAINER,3
ENGL 6340,METACRITICAL THEORY,3
UDES 4391,CONFERENCE COURSE,3
PAPP 5341,PROFESSIONAL REPORT WRITING,3
CE 5306,STRUCTURAL STEEL DESIGN,3
CHEM 5592,RESEARCH IN CHEMISTRY,5
PLAN 5327,GREEN CITIES AND TRANSPORTATION,3
MUSI 5326,PRIVATE LESSONS IN VIOLA,3
SOCW 6341,ADVANCED STATISTICAL METHODS IN HUMAN SERVICES,3
SOCI 5310,SEMINARS IN SOCIAL PSYCHOLOGY,3
KINE 6365,ADVANCED MOTOR DEVELOPMENT,3
KINE 5378,FOUNDATIONS OF PUBLIC HEALTH,3
BE 5323,INTRODUCTION TO BIOPHOTONICS,3
EDAD 5355,HIGHER EDUCATION CURRICULUM,3
MODL 4347,RESEARCH IN LOCALIZATION AND TRANSLATION,3
MATH 4322,INTRODUCTION TO COMPLEX VARIABLES,3
HONR-SC 4103,ADVANCED SPECIAL TOPICS,1
NURS 5650,PSYCHIATRIC MENTAL HEALTH NP ADVANCED PRACTICUM,6
POLS 4323,FEMINIST POLITICAL THOUGHT,3
CE 4314,INTRODUCTION TO RAILROAD ENGINEERING,3
BSTAT 3321,INTERMEDIATE STATISTICS FOR BUSINESS ANALYTICS,3
SOCW 5345,SPECIAL TOPICS IN HEALTH EQUITY,3
MUSI 1239,PRIVATE LESSONS IN JAZZ DRUMSET,2
GEOL 4350,STABLE ISOTOPE GEOCHEMISTRY,3
PHIL 6394,TOPICS IN SYSTEMATIC PHILOSOPHY,3
NURS 6318,PARAMETRIC STATISTICS FOR HEALTHCARE RESEARCH,3
ME 5340,AUTOMOTIVE ENGINEERING,3
ANTH 3341,RESEARCH METHODS IN CULTURAL ANTHROPOLOGY,3
CRCJ 4357,FORENSIC FIREARMS IDENTIFICATION,3
MUSI 5110,JAZZ COMBO,1
ARCH 5323,CONSTRUCTION MATERIALS AND METHODS,3
EDAD 5377,CONTEMPORARY ISSUES IN EDUCATION,3
EXSA 0172,SWIMMING FOR FITNESS,1
CHEM 5365,THERMODYNAMICS OF MATERIALS,3
EE 1201,INTRODUCTION TO ELECTRICAL ENGINEERING,2
MODL 5391,CONFERENCE,3
COMS 4320,MANAGERIAL COMMUNICATION,3
FINA 4393,FINANCE INTERNSHIP,3
MUSI 3357,PRIVATE LESSONS IN WOODWINDS,3
SOCI 5322,SOCIOLOGY OF SPORT,3
MAE 4345,INTRODUCTION TO ROBOTICS,3
REAE 4334,REAL ESTATE APPRAISAL,3
JOUR 4395,PROFESSIONAL INTERNSHIP,3
SPAN 4322,TOPICS IN CREATIVE WRITING,3
SCIE 3400,MEDICAL LABORATORY SCIENCE FIELD EXPERIENCE,4
BE 5327,TISSUE OPTICS,3
SOCI 5323,SOCIOLOGY OF RELIGION,3
HIST 6699,DISSERTATION,6
MUSI 5305,HISTORY OF MUSIC THEORY,3
PHIL 6389,SEMINAR IN PHILOSOPHICAL ANALYSIS,3
PSYC 3356,EVOLUTIONARY PSYCHOLOGY,3
MATH 4381,MATHEMATICS RESEARCH,3
GERM 4322,SPECIAL TOPICS IN GERMAN STUDIES II,3
BCMN 4350,ADVANCED TELEVISION REPORTING,3
CHEM 6399,DISSERTATION,3
PHYS 4326,INTRODUCTION TO QUANTUM MECHANICS,3
SOCW 4344,HEALTH INSURANCE AND ACCESS TO CARE,3
UNIV-ED 1131,STUDENT SUCCESS,1
LARC 5661,DESIGN STUDIO I,6
EDML 5302,SCIENCE IN THE MIDDLE GRADES,3
MANA 5382,INDEPENDENT STUDIES IN MANAGEMENT,3
SCIE 3304,ASTRONOMY,3
ARCH 3343,ARCHITECTURE COMPUTER GRAPHICS (DESIGN COMMUNICATION III),3
LING 2321,CONSTRUCTED LANGUAGES,3
EDTC 5302,INTERNET IN EDUCATION,3
